id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
97100,Some wrong about libTorch C++ API,Some wrong about libTorch C++ API,some-wrong-about-libtorch-c-api,4,2,4,,2020-09-22T08:22:42.240Z,2020-09-25T17:09:03.082Z,True,2020-09-25T17:09:03.082Z,regular,False,False,,,True,False,False,,,67,0,False,ptrblck,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36343, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3534, 'primary_group_id': None}]"
59908,Where to find <torch/torch.h>?,Where to find &lt;torch/torch.h&gt;?,where-to-find-torch-torch-h,9,6,9,,2019-11-04T01:20:39.662Z,2020-09-25T15:50:55.004Z,True,2020-09-25T15:50:55.004Z,regular,False,False,,,True,False,False,,,814,3,False,tom,11,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 23980, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 26824, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33318, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 34273, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 616, 'primary_group_id': None}]"
55163,Survey: What are you using the C++ API for?,Survey: What are you using the C++ API for?,survey-what-are-you-using-the-c-api-for,22,3,22,,2019-09-04T17:00:49.926Z,2020-09-25T14:03:06.197Z,True,2020-09-25T14:03:06.197Z,regular,False,False,,,True,False,False,,,1679,15,False,mxkrn,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 6225, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 19335, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30441, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 2011, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36934, 'primary_group_id': None}]"
97401,Tracking access patterns during training,Tracking access patterns during training,tracking-access-patterns-during-training,7,5,7,,2020-09-24T16:25:46.048Z,2020-09-25T13:54:57.063Z,True,2020-09-25T13:54:57.063Z,regular,False,False,,,True,False,False,,,38,2,False,albanD,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 37065, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 211, 'primary_group_id': None}]"
97330,Poor Performance with CPU Threads (C++ extension),Poor Performance with CPU Threads (C++ extension),poor-performance-with-cpu-threads-c-extension,2,0,2,,2020-09-24T05:43:03.761Z,2020-09-24T12:03:35.242Z,True,2020-09-24T12:03:35.242Z,regular,False,False,,,True,False,False,,,30,0,False,googlebot,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36576, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 29375, 'primary_group_id': None}]"
97292,Speed up loading traced network,Speed up loading traced network,speed-up-loading-traced-network,2,0,2,,2020-09-23T21:32:48.021Z,2020-09-24T08:09:27.526Z,True,2020-09-24T08:09:27.526Z,regular,False,False,,,True,False,False,,,31,0,False,dambo,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 28403, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 9368, 'primary_group_id': None}]"
96459,Libtorch under std:c++latest,Libtorch under std:c++latest,libtorch-under-std-c-latest,3,1,3,https://discuss.pytorch.org/uploads/default/optimized/3X/4/2/4202cf2e5c6a47731c371ed31cb4bab519f97d46_2_1024x627.png,2020-09-16T08:53:18.227Z,2020-09-24T06:53:25.606Z,True,2020-09-24T06:53:25.606Z,regular,False,False,,,True,False,False,,,42,0,False,dambo,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 9368, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30054, 'primary_group_id': None}]"
97024,Questions on C++ extension for customized convolution layers,Questions on C++ extension for customized convolution layers,questions-on-c-extension-for-customized-convolution-layers,7,2,7,,2020-09-21T16:45:28.639Z,2020-09-23T19:41:57.966Z,True,2020-09-23T19:41:57.966Z,regular,False,False,,,True,False,False,,,48,0,False,YimingGan,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36937, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30054, 'primary_group_id': None}]"
96506,"Namespace ""at::cuda"" has no member ""is_available""",Namespace &ldquo;at::cuda&rdquo; has no member &ldquo;is_available&rdquo;,namespace-at-cuda-has-no-member-is-available,6,3,6,https://discuss.pytorch.org/uploads/default/original/3X/1/b/1bb86d2fe4649353ad05b26d2bf9a6ddfbe42526.png,2020-09-16T13:25:30.466Z,2020-09-23T17:40:52.374Z,True,2020-09-23T17:40:52.374Z,regular,False,False,,,True,False,False,,,41,0,False,Flock1,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 9368, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13802, 'primary_group_id': None}]"
97262,Where can I find source code of mse_loss() in libtorch?,Where can I find source code of mse_loss() in libtorch?,where-can-i-find-source-code-of-mse-loss-in-libtorch,3,1,3,,2020-09-23T14:16:09.667Z,2020-09-23T14:30:17.848Z,True,2020-09-23T14:30:17.848Z,regular,False,False,,,True,False,False,,,26,0,False,kila_suelika,11,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34639, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 211, 'primary_group_id': None}]"
51466,How the ops are registerd to ATenDispatch's op tables_,How the ops are registerd to ATenDispatch&rsquo;s op tables_,how-the-ops-are-registerd-to-atendispatchs-op-tables,3,1,3,,2019-07-24T05:32:35.746Z,2020-09-23T11:55:45.776Z,True,2020-09-23T11:55:45.776Z,regular,False,False,,,True,False,False,,,194,1,False,ckmufeng,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 20911, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36515, 'primary_group_id': None}]"
96989,PngTorch++: A CMake based integration of the libpng / png++ libraries with Libtorch C++,PngTorch++: A CMake based integration of the libpng / png++ libraries with Libtorch C++,pngtorch-a-cmake-based-integration-of-the-libpng-png-libraries-with-libtorch-c,3,1,3,https://discuss.pytorch.org/uploads/default/original/3X/9/2/92a22364b9e12a09ed8341da0eb7a0c12b769ae0.png,2020-09-21T11:30:49.540Z,2020-09-23T08:36:43.819Z,True,2020-09-23T08:36:43.819Z,regular,False,False,,,True,False,False,,,33,2,False,dambo,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 9368, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
94765,How to access the element within the cudaTensor,How to access the element within the cudaTensor,how-to-access-the-element-within-the-cudatensor,3,0,3,,2020-09-01T04:36:23.115Z,2020-09-23T05:32:55.365Z,True,2020-09-23T05:32:55.365Z,regular,False,False,,,True,False,False,,,44,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 27469, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
95138,Why libtorch Tensor indexing much slower than C++ vector?,Why libtorch Tensor indexing much slower than C++ vector?,why-libtorch-tensor-indexing-much-slower-than-c-vector,2,0,2,,2020-09-04T06:01:57.526Z,2020-09-23T05:20:14.710Z,True,2020-09-23T05:20:14.710Z,regular,False,False,,,True,False,False,,,53,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36312, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
96798,How can I push a module into a sequential?,How can I push a module into a sequential?,how-can-i-push-a-module-into-a-sequential,3,0,3,,2020-09-19T03:36:02.616Z,2020-09-23T05:10:01.308Z,True,2020-09-23T05:10:01.308Z,regular,False,False,,,True,False,False,,,44,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 8836, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
95960,How to deep clone a network (module) by C++ API?,How to deep clone a network (module) by C++ API?,how-to-deep-clone-a-network-module-by-c-api,7,0,7,,2020-09-11T18:29:59.522Z,2020-09-23T05:08:09.735Z,True,2020-09-23T05:08:09.735Z,regular,False,False,,,True,False,False,,,104,1,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 19666, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 36162, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
95767,How to use torch::nn::init::calculate_gain() in C++,How to use torch::nn::init::calculate_gain() in C++,how-to-use-torch-calculate-gain-in-c,2,0,2,,2020-09-10T08:43:16.203Z,2020-09-23T04:56:00.132Z,True,2020-09-23T04:56:00.132Z,regular,False,False,,,True,False,False,,,36,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35116, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
96504,Building errors from running libtorch,Building errors from running libtorch,building-errors-from-running-libtorch,2,0,2,,2020-09-16T13:11:37.713Z,2020-09-23T04:42:08.002Z,True,2020-09-23T04:42:08.002Z,regular,False,False,,,True,False,False,,,43,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36581, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
96990,"Libtorch, how to add a new optimizer","Libtorch, how to add a new optimizer",libtorch-how-to-add-a-new-optimizer,4,0,4,,2020-09-21T11:32:11.642Z,2020-09-23T01:54:39.618Z,True,2020-09-23T01:54:39.618Z,regular,False,False,,,True,False,False,,,43,2,False,freezek,11,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36636, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30054, 'primary_group_id': None}]"
97166,"Statically linking to libtorch but also needing the shared library ""libcaffe2_nvrtc.so""?",Statically linking to libtorch but also needing the shared library &ldquo;libcaffe2_nvrtc.so&rdquo;?,statically-linking-to-libtorch-but-also-needing-the-shared-library-libcaffe2-nvrtc-so,1,0,1,,2020-09-22T20:14:43.714Z,2020-09-22T20:14:43.774Z,True,2020-09-22T20:14:43.774Z,regular,False,False,,,True,False,False,,,21,0,False,davidw82,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36350, 'primary_group_id': None}]"
97074,How do I change it with c++ code?,How do I change it with c++ code?,how-do-i-change-it-with-c-code,3,0,3,,2020-09-22T05:08:28.422Z,2020-09-22T17:08:13.650Z,True,2020-09-22T17:08:13.650Z,regular,False,False,,,True,False,False,,,32,0,False,Lin_Jia,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36954, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
97153,Libtorch index API perform poorly under repetitive usage,Libtorch index API perform poorly under repetitive usage,libtorch-index-api-perform-poorly-under-repetitive-usage,2,0,2,,2020-09-22T16:59:34.337Z,2020-09-22T17:05:21.350Z,True,2020-09-22T17:05:21.350Z,regular,False,False,,,True,False,False,,,22,0,False,Lin_Jia,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 30054, 'primary_group_id': None}]"
97120,Help with a tracing NeuralStyle transfer model to C++,Help with a tracing NeuralStyle transfer model to C++,help-with-a-tracing-neuralstyle-transfer-model-to-c,2,0,2,https://discuss.pytorch.org/uploads/default/optimized/3X/5/a/5a65d40e400c5fc9b57b2206e067237106b869e3_2_1024x1024.jpeg,2020-09-22T11:23:19.286Z,2020-09-22T14:25:31.311Z,True,2020-09-22T14:25:31.311Z,regular,False,False,,,True,False,False,,,25,0,False,dambo,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 9368, 'primary_group_id': None}]"
70544,CUDA error: invalid argument (getDeviceFromPtr,CUDA error: invalid argument (getDeviceFromPtr,cuda-error-invalid-argument-getdevicefromptr,3,0,3,,2020-02-20T21:47:14.854Z,2020-09-21T15:26:44.047Z,True,2020-09-21T15:26:44.047Z,regular,False,False,,,True,False,False,,,239,1,False,kb1ooo,11,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 27931, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 24680, 'primary_group_id': None}]"
96938,Is there a bug with is_pinned. It throws an exception in debug mode,Is there a bug with is_pinned. It throws an exception in debug mode,is-there-a-bug-with-is-pinned-it-throws-an-exception-in-debug-mode,1,0,1,,2020-09-20T18:39:14.309Z,2020-09-20T18:39:14.369Z,True,2020-09-20T18:39:14.369Z,regular,False,False,,,True,False,False,,,24,0,False,Anders_G,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 24307, 'primary_group_id': None}]"
95952,Change CUDA device index via Libtorch API,Change CUDA device index via Libtorch API,change-cuda-device-index-via-libtorch-api,3,1,3,,2020-09-11T16:53:59.644Z,2020-09-18T10:30:15.515Z,True,2020-09-18T10:31:30.768Z,regular,False,False,,,True,False,False,,,40,0,False,Abrar_Zahin_Shahriar,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36574, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
96591,Warning: ignoring #pragma unroll during compilation of custom extension,Warning: ignoring #pragma unroll during compilation of custom extension,warning-ignoring-pragma-unroll-during-compilation-of-custom-extension,6,4,6,,2020-09-17T07:33:15.556Z,2020-09-18T00:00:33.605Z,True,2020-09-18T00:00:33.605Z,regular,False,False,,,True,False,False,,,46,0,False,googlebot,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 22684, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 29375, 'primary_group_id': None}]"
73204,No such file or directory #include <cublas_v2.h>,No such file or directory #include &lt;cublas_v2.h&gt;,no-such-file-or-directory-include-cublas-v2-h,8,5,8,,2020-03-14T10:15:10.655Z,2020-09-17T20:15:07.234Z,True,2020-09-17T20:15:07.234Z,regular,False,False,,,True,False,False,,,1183,0,False,skrsna,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 25605, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31264, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 25706, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36813, 'primary_group_id': None}]"
94416,How to load model on specific device in libtorch?,How to load model on specific device in libtorch?,how-to-load-model-on-specific-device-in-libtorch,5,3,5,,2020-08-28T13:42:11.525Z,2020-09-01T02:53:54.544Z,True,2020-09-17T11:48:53.418Z,regular,False,False,,,True,False,False,,,77,0,False,WeiLai5432,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32782, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
96183,Unable to load model with liborch,Unable to load model with liborch,unable-to-load-model-with-liborch,2,0,2,,2020-09-14T03:58:46.319Z,2020-09-17T05:28:34.486Z,True,2020-09-17T05:28:34.486Z,regular,False,False,,,True,False,False,,,53,0,False,ptrblck,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35814, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3534, 'primary_group_id': None}]"
96062,Conversion from pytorch (python) to libtorch (C++) meet error no viable overloaded =,Conversion from pytorch (python) to libtorch (C++) meet error no viable overloaded =,conversion-from-pytorch-python-to-libtorch-c-meet-error-no-viable-overloaded,5,1,5,,2020-09-12T21:44:56.122Z,2020-09-13T17:36:20.918Z,True,2020-09-17T00:40:14.123Z,regular,False,False,,,True,False,False,,,92,0,False,Chen0729,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36581, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 35054, 'primary_group_id': None}]"
96532,Hooking into pytorch cuda calls,Hooking into pytorch cuda calls,hooking-into-pytorch-cuda-calls,1,0,1,,2020-09-16T16:40:50.742Z,2020-09-16T16:40:50.796Z,True,2020-09-16T16:40:50.796Z,regular,False,False,,,True,False,False,,,27,0,False,Trinayan_Baruah,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35804, 'primary_group_id': None}]"
96466,"Get value from c10::Dict<c10::IValue, c10::IValue>","Get value from c10::Dict&lt;c10::IValue, c10::IValue&gt;",get-value-from-c10-dict-c10-ivalue-c10-ivalue,3,1,3,,2020-09-16T09:18:54.168Z,2020-09-16T10:20:05.192Z,True,2020-09-16T10:20:05.192Z,regular,False,False,,,True,False,False,,,35,0,False,lamhoangtung,11,False,,True,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36748, 'primary_group_id': None}]"
89046,Deploy mixed precision model in libtorch,Deploy mixed precision model in libtorch,deploy-mixed-precision-model-in-libtorch,10,4,10,,2020-07-13T20:50:55.221Z,2020-09-15T17:24:24.905Z,True,2020-09-15T17:32:09.308Z,regular,False,False,,,True,False,False,,,198,5,False,Robin_Lobel,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 2296, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10121, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 28152, 'primary_group_id': None}]"
96243,About conversion from pytorch to C++ conversion,About conversion from pytorch to C++ conversion,about-conversion-from-pytorch-to-c-conversion,1,0,1,,2020-09-14T15:25:52.205Z,2020-09-14T15:25:52.255Z,True,2020-09-14T15:39:59.474Z,regular,False,False,,,True,False,False,,,35,0,False,Chen0729,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36581, 'primary_group_id': None}]"
93728,How to compare a torch::tensor shape against some other shapes?,How to compare a torch::tensor shape against some other shapes?,how-to-compare-a-torch-tensor-shape-against-some-other-shapes,5,2,5,,2020-08-22T12:46:34.047Z,2020-09-14T11:41:16.060Z,True,2020-09-14T11:41:16.060Z,regular,False,False,,,True,False,False,,,89,0,False,Shisho_Sama,11,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7863, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 9368, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33672, 'primary_group_id': None}]"
96151,Speeding up C++/CUDA extension build time,Speeding up C++/CUDA extension build time,speeding-up-c-cuda-extension-build-time,1,0,1,,2020-09-13T22:17:55.705Z,2020-09-13T22:17:55.762Z,True,2020-09-13T22:17:55.762Z,regular,False,False,,,True,False,False,,,33,0,False,hinken,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7267, 'primary_group_id': None}]"
95342,INVALID TYPE: Only int64_t and bool are supported as an integral argument type when building a torchscript extension,INVALID TYPE: Only int64_t and bool are supported as an integral argument type when building a torchscript extension,invalid-type-only-int64-t-and-bool-are-supported-as-an-integral-argument-type-when-building-a-torchscript-extension,2,0,2,,2020-09-06T09:41:23.272Z,2020-09-13T07:08:22.289Z,True,2020-09-13T07:08:22.289Z,regular,False,False,,,True,False,False,,,36,0,False,Shisho_Sama,11,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7863, 'primary_group_id': None}]"
95636,ModuleNotFoundError: No module named 'tools',ModuleNotFoundError: No module named &lsquo;tools&rsquo;,modulenotfounderror-no-module-named-tools,2,0,2,,2020-09-09T09:14:30.221Z,2020-09-12T06:12:39.959Z,True,2020-09-12T06:12:39.959Z,regular,False,False,,,True,False,False,,,30,0,False,ptrblck,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36461, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3534, 'primary_group_id': None}]"
95473,Build on CPU then run on another computer with GPU,Build on CPU then run on another computer with GPU,build-on-cpu-then-run-on-another-computer-with-gpu,5,2,5,,2020-09-07T16:37:35.029Z,2020-09-11T22:44:09.379Z,True,2020-09-11T22:44:09.379Z,regular,False,False,,,True,False,False,,,57,0,False,ptrblck,11,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36409, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23516, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3534, 'primary_group_id': None}]"
